id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
HAX1	4	0.10237	0.17647	0.908788	3082	2	-0.99336	0.89118	0.89114	0.97199	16228	0	-0.99336
AHRR	4	0.10237	0.17647	0.908788	3083	2	-0.99622	0.98595	0.98593	0.995681	18642	0	-0.99622
OLFR1262	4	0.10237	0.17647	0.908788	3084	2	-0.28425	0.89118	0.89114	0.97199	16752	0	-0.28425
OLFR796	4	0.10237	0.17647	0.908788	3085	2	-0.78616	0.51232	0.51198	0.966282	9182	0	-0.78616
MAT1A	4	0.10237	0.17647	0.908788	3086	2	-1.2881	0.89118	0.89114	0.97199	16902	0	-1.2881
CRISP1	4	0.10237	0.17647	0.908788	3087	2	0.0088625	0.1417	0.16449	0.925858	3049	1	0.0088625
GOLT1B	4	0.10237	0.17647	0.908788	3088	2	-0.49019	0.89118	0.89114	0.97199	17230	0	-0.49019
POLR3E	4	0.10237	0.17647	0.908788	3089	2	-0.99622	0.98595	0.98593	0.995681	18646	0	-0.99622
SKOR1	4	0.10237	0.17647	0.908788	3090	2	-0.49304	0.042925	0.075894	0.883486	1258	1	-0.49304
LRP2	4	0.10237	0.17647	0.908788	3091	2	-0.78616	0.34261	0.34226	0.966282	6218	1	-0.78616
CREB3L1	4	0.10237	0.17647	0.908788	3092	2	-0.57706	0.10129	0.13261	0.897576	2340	1	-0.57706
D6ERTD527E	4	0.10237	0.17647	0.908788	3093	2	-1.2881	0.73504	0.73465	0.97199	13483	0	-1.2881
OSGIN2	4	0.10237	0.17647	0.908788	3094	2	-0.78616	0.73504	0.73465	0.97199	13598	0	-0.78616
OLFR923	4	0.10237	0.17647	0.908788	3095	2	-0.78331	0.98595	0.98593	0.995681	18707	0	-0.78331
1700034H14RIK	4	0.10237	0.17647	0.908788	3096	2	-0.78345	0.24579	0.25221	0.964979	4524	1	-0.78345
NEIL1	4	0.10237	0.17647	0.908788	3097	2	-0.78616	0.89118	0.89114	0.97199	16384	0	-0.78616
THOC7	4	0.10237	0.17647	0.908788	3098	2	-0.28299	0.10129	0.13261	0.897576	2405	1	-0.28299
SLITRK2	4	0.10237	0.17647	0.908788	3099	2	-0.5761	0.35636	0.35588	0.966282	6231	1	-0.5761
CUL2	4	0.10237	0.17647	0.908788	3100	2	-0.78616	0.51232	0.51198	0.966282	8535	0	-0.78616
NXNL2	4	0.10237	0.17647	0.908788	3101	2	-0.78616	0.98595	0.98593	0.995681	18625	0	-0.78616
HLTF	4	0.10237	0.17647	0.908788	3102	2	-0.78616	0.89118	0.89114	0.97199	16618	0	-0.78616
UBXN8	4	0.10237	0.17647	0.908788	3103	2	-0.49304	0.51232	0.51198	0.966282	8566	0	-0.49304
ASPH	4	0.10237	0.17647	0.908788	3104	2	-0.49146	0.7035	0.70319	0.97199	13222	0	-0.49146
BPIFB1	4	0.10237	0.17647	0.908788	3105	2	-0.78616	0.24579	0.25221	0.964979	4403	1	-0.78616
SMYD1	4	0.10237	0.17647	0.908788	3106	2	-0.78616	0.89118	0.89114	0.97199	16951	0	-0.78616
ZFP455	4	0.10237	0.17647	0.908788	3107	2	0.2167	0.025358	0.047144	0.883486	756	2	0.2167
MAFF	4	0.10237	0.17647	0.908788	3108	2	-1.2881	0.89118	0.89114	0.97199	16301	0	-1.2881
HOXD4	4	0.10237	0.17647	0.908788	3109	2	-0.28425	0.89118	0.89114	0.97199	17150	0	-0.28425
AGPAT6	4	0.10237	0.17647	0.908788	3110	2	-0.78616	0.89118	0.89114	0.97199	16849	0	-0.78616
2010305A19RIK	4	0.10237	0.17647	0.908788	3111	2	-0.78616	0.51232	0.51198	0.966282	8855	0	-0.78616
PRAMEL7	4	0.10237	0.17647	0.908788	3112	2	-0.12405	0.0040194	0.01088	0.7395	196	2	-0.12405
TRAPPC1	4	0.10237	0.17647	0.908788	3113	2	-0.78616	0.10129	0.13261	0.897576	2184	1	-0.78616
B3GNTL1	4	0.10237	0.17647	0.908788	3114	2	-0.28425	0.89118	0.89114	0.97199	16741	0	-0.28425
PFPL	4	0.10237	0.17647	0.908788	3115	2	-0.78616	0.89118	0.89114	0.97199	16289	0	-0.78616
DLST	4	0.10237	0.17647	0.908788	3116	2	-1.2881	0.51232	0.51198	0.966282	9158	0	-1.2881
CPA5	4	0.10237	0.17647	0.908788	3117	2	0.2167	0.017442	0.03401	0.883486	603	2	0.2167
VMN1R11	4	0.10237	0.17647	0.908788	3118	2	-0.78616	0.73504	0.73465	0.97199	13578	0	-0.78616
CDKL5	4	0.10237	0.17647	0.908788	3119	2	-0.28425	0.017442	0.03401	0.883486	568	1	-0.28425
ZBTB38	4	0.10237	0.17647	0.908788	3120	2	-1.2881	0.89118	0.89114	0.97199	16214	0	-1.2881
RG9MTD1	4	0.10237	0.17647	0.908788	3121	2	-1.0129	0.51232	0.51198	0.966282	9185	0	-1.0129
NUDT13	4	0.10237	0.17647	0.908788	3122	2	-0.28425	0.15014	0.17126	0.925858	3091	1	-0.28425
ZFP654	4	0.10237	0.17647	0.908788	3123	2	-0.78616	0.98595	0.98593	0.995681	18635	0	-0.78616
CNOT8	4	0.10237	0.17647	0.908788	3124	2	-0.28299	0.67277	0.67266	0.970703	13073	0	-0.28299
HP	4	0.10237	0.17647	0.908788	3125	2	-0.57706	0.51232	0.51198	0.966282	9382	0	-0.57706
APH1B	4	0.10237	0.17647	0.908788	3126	2	-0.78331	0.89118	0.89114	0.97199	16713	0	-0.78331
DNAJA1	4	0.10237	0.17647	0.908788	3127	2	-0.78616	0.89118	0.89114	0.97199	16695	0	-0.78616
DNAJC8	4	0.10237	0.17647	0.908788	3128	2	-0.78331	0.32264	0.32289	0.966282	6069	1	-0.78331
3110002H16RIK	4	0.10237	0.17647	0.908788	3129	2	-0.78331	0.24579	0.25221	0.964979	4806	1	-0.78331
CAPN7	4	0.10237	0.17647	0.908788	3130	2	-0.28425	0.89118	0.89114	0.97199	17154	0	-0.28425
KDM5A	4	0.10237	0.17647	0.908788	3131	2	-0.78331	0.10129	0.13261	0.897576	2369	1	-0.78331
OOG3	4	0.10237	0.17647	0.908788	3132	2	-0.99622	0.98595	0.98593	0.995681	18540	0	-0.99622
NRSN2	4	0.10237	0.17647	0.908788	3133	2	-0.28425	0.89118	0.89114	0.97199	16587	0	-0.28425
USP1	4	0.10237	0.17647	0.908788	3134	2	-0.78616	0.89118	0.89114	0.97199	16651	0	-0.78616
RND3	4	0.10237	0.17647	0.908788	3135	2	-0.28425	0.73504	0.73465	0.97199	13446	0	-0.28425
LRRC61	4	0.10237	0.17647	0.908788	3136	2	-0.78616	0.51232	0.51198	0.966282	9431	0	-0.78616
ALDH1A1	4	0.10237	0.17647	0.908788	3137	2	-0.78489	0.68495	0.68481	0.97199	13141	0	-0.78489
HCRT	4	0.10237	0.17647	0.908788	3138	2	-0.78616	0.65232	0.6522	0.970422	11646	0	-0.78616
KRT33B	4	0.10237	0.17647	0.908788	3139	2	-0.78331	0.73504	0.73465	0.97199	13580	0	-0.78331
SKA2	4	0.10237	0.17647	0.908788	3140	2	-0.78616	0.32264	0.32289	0.966282	6074	1	-0.78616
ZFP275	4	0.10237	0.17647	0.908788	3141	2	-0.28425	0.24579	0.25221	0.964979	4645	1	-0.28425
PSG25	4	0.10237	0.17647	0.908788	3142	2	-0.78616	0.65232	0.6522	0.970422	11487	0	-0.78616
RFC4	4	0.10237	0.17647	0.908788	3143	2	-1.2881	0.89118	0.89114	0.97199	16158	0	-1.2881
SEPW1	4	0.10237	0.17647	0.908788	3144	2	-0.78489	0.1417	0.16449	0.925858	3061	1	-0.78489
SULT1B1	4	0.10237	0.17647	0.908788	3145	2	-0.78489	0.51232	0.51198	0.966282	8804	0	-0.78489
OVGP1	4	0.10237	0.17647	0.908788	3146	2	-0.78616	0.51232	0.51198	0.966282	8597	0	-0.78616
PRKCQ	4	0.10237	0.17647	0.908788	3147	2	-0.28425	0.89118	0.89114	0.97199	16914	0	-0.28425
DIABLO	4	0.10237	0.17647	0.908788	3148	2	-0.78331	0.24579	0.25221	0.964979	4704	1	-0.78331
CCDC142	4	0.10237	0.17647	0.908788	3149	2	-0.9921	0.89118	0.89114	0.97199	16169	0	-0.9921
PPP2R2D	4	0.10237	0.17647	0.908788	3150	2	-0.78616	0.10129	0.13261	0.897576	2135	1	-0.78616
SLC18A1	4	0.10237	0.17647	0.908788	3151	2	-1.2881	0.89118	0.89114	0.97199	17250	0	-1.2881
1700084C01RIK	4	0.10237	0.17647	0.908788	3152	2	-0.49304	0.24579	0.25221	0.964979	4550	1	-0.49304
SSBP3	4	0.10237	0.17647	0.908788	3153	2	-0.78331	0.89118	0.89114	0.97199	17064	0	-0.78331
AK2	4	0.10237	0.17647	0.908788	3154	2	-0.48908	0.51232	0.51198	0.966282	9654	0	-0.48908
ERG	4	0.10237	0.17647	0.908788	3155	2	0.2167	0.025358	0.047144	0.883486	814	2	0.2167
TSPAN4	4	0.10237	0.17647	0.908788	3156	2	-1.2881	0.89118	0.89114	0.97199	16890	0	-1.2881
PODXL2	4	0.10237	0.17647	0.908788	3157	2	-0.99622	0.98595	0.98593	0.995681	18619	0	-0.99622
CCNE1	4	0.10237	0.17647	0.908788	3158	2	-0.52447	0.51232	0.51198	0.966282	9120	0	-0.52447
NLRP4E	4	0.10237	0.17647	0.908788	3159	2	-0.28425	0.68938	0.68919	0.97199	13161	0	-0.28425
RPS6KA3	4	0.10237	0.17647	0.908788	3160	2	-0.78616	0.98595	0.98593	0.995681	18696	0	-0.78616
ATP13A1	4	0.10237	0.17647	0.908788	3161	2	-0.78616	0.69315	0.69297	0.97199	13189	0	-0.78616
SMU1	4	0.10237	0.17647	0.908788	3162	2	-0.78616	0.73504	0.73465	0.97199	13636	0	-0.78616
TEX21	4	0.10237	0.17647	0.908788	3163	2	-0.6983	0.24579	0.25221	0.964979	4556	1	-0.6983
ITFG3	4	0.10237	0.17647	0.908788	3164	2	-0.78616	0.24579	0.25221	0.964979	4200	1	-0.78616
SHROOM4	4	0.10237	0.17647	0.908788	3165	2	-0.1212	0.51232	0.51198	0.966282	9786	0	-0.1212
SF3B3	4	0.10237	0.17647	0.908788	3166	2	-0.78616	0.24579	0.25221	0.964979	4594	1	-0.78616
ADAM1A	4	0.10237	0.17647	0.908788	3167	2	-0.67234	0.24579	0.25221	0.964979	4212	1	-0.67234
RASSF6	4	0.10237	0.17647	0.908788	3168	2	-0.28425	0.89118	0.89114	0.97199	16512	0	-0.28425
BRSK2	4	0.10237	0.17647	0.908788	3169	2	-0.49146	0.0068428	0.015972	0.855765	327	1	-0.49146
CD1D1	4	0.10237	0.17647	0.908788	3170	2	-1.2881	0.89118	0.89114	0.97199	16451	0	-1.2881
SIGMAR1	4	0.10237	0.17647	0.908788	3171	2	-0.49146	0.89118	0.89114	0.97199	17205	0	-0.49146
TCP11	4	0.10237	0.17647	0.908788	3172	2	-0.28425	0.24579	0.25221	0.964979	4277	1	-0.28425
GM4858	4	0.10237	0.17647	0.908788	3173	2	-0.5761	0.89118	0.89114	0.97199	16325	0	-0.5761
BCLAF1	4	0.10237	0.17647	0.908788	3174	2	-1.2881	0.89118	0.89114	0.97199	16290	0	-1.2881
NINL	4	0.10237	0.17647	0.908788	3175	2	0.0088625	0.10129	0.13261	0.897576	2339	1	0.0088625
SLC17A3	4	0.10237	0.17647	0.908788	3176	2	-0.78616	0.24579	0.25221	0.964979	4220	1	-0.78616
SFRP1	4	0.10237	0.17647	0.908788	3177	2	-0.78616	0.51232	0.51198	0.966282	8552	0	-0.78616
CYB5R4	4	0.10237	0.17647	0.908788	3178	2	-0.44313	0.89118	0.89114	0.97199	16419	0	-0.44313
MYL12B	4	0.10237	0.17647	0.908788	3179	2	-0.49146	0.10129	0.13261	0.897576	2280	1	-0.49146
CHRNA4	4	0.10237	0.17647	0.908788	3180	2	-0.49146	0.89118	0.89114	0.97199	16990	0	-0.49146
USP34	4	0.10237	0.17647	0.908788	3181	2	-0.99336	0.98595	0.98593	0.995681	18606	0	-0.99336
GLTPD1	4	0.10237	0.17647	0.908788	3182	2	0.2167	0.025358	0.047144	0.883486	759	2	0.2167
CPNE1	4	0.10237	0.17647	0.908788	3183	2	-0.78616	0.73504	0.73465	0.97199	13431	0	-0.78616
CAGE1	4	0.10237	0.17647	0.908788	3184	2	-0.28425	0.7035	0.70319	0.97199	13258	0	-0.28425
AMELX	4	0.10237	0.17647	0.908788	3185	2	-0.78616	0.51232	0.51198	0.966282	8532	0	-0.78616
GM4297	4	0.10237	0.17647	0.908788	3186	2	-0.075151	0.34261	0.34226	0.966282	6201	1	-0.075151
LMOD3	4	0.10237	0.17647	0.908788	3187	2	-0.78616	0.73504	0.73465	0.97199	13488	0	-0.78616
OLFR1238	4	0.10237	0.17647	0.908788	3188	2	-0.44313	0.24579	0.25221	0.964979	4780	1	-0.44313
2010002M12RIK	4	0.10237	0.17647	0.908788	3189	2	0.0094955	0.025358	0.047144	0.883486	799	2	0.0094955
VMN1R8	4	0.10237	0.17647	0.908788	3190	2	-0.41336	0.10129	0.13261	0.897576	2378	1	-0.41336
KNG2	4	0.10237	0.17647	0.908788	3191	2	-0.28299	0.73504	0.73465	0.97199	13443	0	-0.28299
MAP3K9	4	0.10237	0.17647	0.908788	3192	2	-0.28235	0.51232	0.51198	0.966282	8906	0	-0.28235
KCNIP3	4	0.10237	0.17647	0.908788	3193	2	-0.78616	0.16196	0.18087	0.925858	3110	1	-0.78616
DGKZ	4	0.10237	0.17647	0.908788	3194	2	-0.78616	0.51232	0.51198	0.966282	9479	0	-0.78616
CHCHD6	4	0.10237	0.17647	0.908788	3195	2	-0.28425	0.017442	0.03401	0.883486	625	1	-0.28425
DTWD1	4	0.10237	0.17647	0.908788	3196	2	-0.78616	0.89118	0.89114	0.97199	16568	0	-0.78616
OLFR314	4	0.10237	0.17647	0.908788	3197	2	-0.28425	0.89118	0.89114	0.97199	16383	0	-0.28425
2610028H24RIK	4	0.10237	0.17647	0.908788	3198	2	-0.49146	0.89118	0.89114	0.97199	16630	0	-0.49146
CYP26C1	4	0.10237	0.17647	0.908788	3199	2	-0.78616	0.24579	0.25221	0.964979	4141	1	-0.78616
ALG11	4	0.10237	0.17647	0.908788	3200	2	-0.99622	0.98595	0.98593	0.995681	18715	0	-0.99622
PRF1	4	0.10237	0.17647	0.908788	3201	2	-0.78489	0.51232	0.51198	0.966282	8807	0	-0.78489
ERCC5	4	0.10237	0.17647	0.908788	3202	2	-0.28425	0.24579	0.25221	0.964979	4522	1	-0.28425
PRSS32	4	0.10237	0.17647	0.908788	3203	2	-0.49019	0.89118	0.89114	0.97199	16892	0	-0.49019
ARG2	4	0.10237	0.17647	0.908788	3204	2	-0.78616	0.0039608	0.010708	0.7395	176	1	-0.78616
FAM132B	4	0.10237	0.17647	0.908788	3205	2	-0.78616	0.89118	0.89114	0.97199	16161	0	-0.78616
9530077C05RIK	4	0.10237	0.17647	0.908788	3206	2	-0.28425	0.89118	0.89114	0.97199	16687	0	-0.28425
LGI3	4	0.10237	0.17647	0.908788	3207	2	-0.28299	0.10129	0.13261	0.897576	2409	1	-0.28299
MYH6	4	0.10237	0.17647	0.908788	3208	2	-0.78616	0.89118	0.89114	0.97199	17202	0	-0.78616
TMPRSS11A	4	0.10237	0.17647	0.908788	3209	2	-0.28425	0.89118	0.89114	0.97199	16839	0	-0.28425
TSPAN12	4	0.10237	0.17647	0.908788	3210	2	-0.49019	0.51232	0.51198	0.966282	9890	0	-0.49019
NOLC1	4	0.10237	0.17647	0.908788	3211	2	-1.2881	0.042925	0.075894	0.883486	1346	1	-1.2881
PMPCA	4	0.10237	0.17647	0.908788	3212	2	-1.2881	0.16196	0.18087	0.925858	3119	1	-1.2881
ALS2	4	0.10237	0.17647	0.908788	3213	2	-0.78616	0.10129	0.13261	0.897576	2431	1	-0.78616
NOC2L	4	0.10237	0.17647	0.908788	3214	2	0.0088625	0.10129	0.13261	0.897576	2286	1	0.0088625
DTL	4	0.10237	0.17647	0.908788	3215	2	-1.2881	0.10129	0.13261	0.897576	2380	1	-1.2881
OLFR1466	4	0.10237	0.17647	0.908788	3216	2	0.0088625	0.15014	0.17126	0.925858	3088	1	0.0088625
NT5C1A	4	0.10237	0.17647	0.908788	3217	2	-0.28425	0.51232	0.51198	0.966282	8753	0	-0.28425
STEAP4	4	0.10237	0.17647	0.908788	3218	2	-0.78331	0.51232	0.51198	0.966282	9463	0	-0.78331
OLFR1532-PS1	4	0.10237	0.17647	0.908788	3219	2	-0.28425	0.042925	0.075894	0.883486	1323	1	-0.28425
SRRD	4	0.10237	0.17647	0.908788	3220	2	-0.48908	0.51232	0.51198	0.966282	8953	0	-0.48908
MYZAP	4	0.10237	0.17647	0.908788	3221	2	0.0088625	0.24579	0.25221	0.964979	4760	1	0.0088625
TIPRL	4	0.10237	0.17647	0.908788	3222	2	-0.78616	0.89118	0.89114	0.97199	16521	0	-0.78616
MRPS36	4	0.10237	0.17647	0.908788	3223	2	-0.99622	0.98595	0.98593	0.995681	18603	0	-0.99622
NAA15	4	0.10237	0.17647	0.908788	3224	2	-0.78616	0.73504	0.73465	0.97199	13645	0	-0.78616
GCKR	4	0.10237	0.17647	0.908788	3225	2	-0.99336	0.51232	0.51198	0.966282	9852	0	-0.99336
GM12695	4	0.10237	0.17647	0.908788	3226	2	-0.28425	0.51232	0.51198	0.966282	9500	0	-0.28425
SMARCA5	4	0.10237	0.17647	0.908788	3227	2	-0.99336	0.10129	0.13261	0.897576	2358	1	-0.99336
CYBASC3	4	0.10237	0.17647	0.908788	3228	2	-0.28425	0.89118	0.89114	0.97199	16404	0	-0.28425
PRR15	4	0.10237	0.17647	0.908788	3229	2	-0.49146	0.24579	0.25221	0.964979	4740	1	-0.49146
FRS3	4	0.10237	0.17647	0.908788	3230	2	-0.075151	0.10129	0.13261	0.897576	2390	1	-0.075151
SCTR	4	0.10237	0.17647	0.908788	3231	2	-0.78331	0.89118	0.89114	0.97199	16800	0	-0.78331
PCDHGA12	4	0.10237	0.17647	0.908788	3232	2	-0.78616	0.89118	0.89114	0.97199	16189	0	-0.78616
KCTD9	4	0.10237	0.17647	0.908788	3233	2	-0.78331	0.51232	0.51198	0.966282	8878	0	-0.78331
OLFR362	4	0.10237	0.17647	0.908788	3234	2	-0.99336	0.98595	0.98593	0.995681	18623	0	-0.99336
LRRC8C	4	0.10237	0.17647	0.908788	3235	2	-0.78616	0.24579	0.25221	0.964979	4527	1	-0.78616
ZFP438	4	0.10237	0.17647	0.908788	3236	2	-0.28425	0.10129	0.13261	0.897576	2297	1	-0.28425
D630039A03RIK	4	0.10237	0.17647	0.908788	3237	2	-0.49019	0.51232	0.51198	0.966282	9999	0	-0.49019
MOGAT2	4	0.10237	0.17647	0.908788	3238	2	-0.28425	0.51232	0.51198	0.966282	9439	0	-0.28425
SERPINI2	4	0.10237	0.17647	0.908788	3239	2	-0.78616	0.73504	0.73465	0.97199	13588	0	-0.78616
VMN1R179	4	0.10237	0.17647	0.908788	3240	2	-0.78616	0.51232	0.51198	0.966282	8730	0	-0.78616
B4GALNT1	4	0.10237	0.17647	0.908788	3241	2	-0.78616	0.73504	0.73465	0.97199	13617	0	-0.78616
SP5	4	0.10237	0.17647	0.908788	3242	2	-1.2881	0.89118	0.89114	0.97199	16493	0	-1.2881
VAT1L	4	0.10237	0.17647	0.908788	3243	2	-0.5761	0.3629	0.36249	0.966282	6289	0	-0.5761
CNOT6	4	0.10237	0.17647	0.908788	3244	2	-0.28425	0.51232	0.51198	0.966282	9274	0	-0.28425
FECH	4	0.10237	0.17647	0.908788	3245	2	-0.99622	0.98595	0.98593	0.995681	18562	0	-0.99622
AI317395	4	0.10237	0.17647	0.908788	3246	2	-0.78616	0.51232	0.51198	0.966282	8518	0	-0.78616
CNOT3	4	0.10237	0.17647	0.908788	3247	2	-0.78616	0.89118	0.89114	0.97199	17180	0	-0.78616
VMN1R204	4	0.10237	0.17647	0.908788	3248	2	-0.28425	0.65232	0.6522	0.970422	11526	0	-0.28425
DNAJC12	4	0.10237	0.17647	0.908788	3249	2	-0.78616	0.89118	0.89114	0.97199	16226	0	-0.78616
SLC25A37	4	0.10237	0.17647	0.908788	3250	2	-0.49019	0.89118	0.89114	0.97199	16894	0	-0.49019
MUC13	4	0.10237	0.17647	0.908788	3251	2	-0.78616	0.89118	0.89114	0.97199	16238	0	-0.78616
MBD3	4	0.10237	0.17647	0.908788	3252	2	-0.78616	0.51232	0.51198	0.966282	9356	0	-0.78616
NANOS1	4	0.10237	0.17647	0.908788	3253	2	-0.49304	0.51232	0.51198	0.966282	9189	0	-0.49304
BC048679	4	0.10237	0.17647	0.908788	3254	2	-0.28425	0.51232	0.51198	0.966282	9935	0	-0.28425
MECP2	4	0.10237	0.17647	0.908788	3255	2	-0.28425	0.89118	0.89114	0.97199	16789	0	-0.28425
ALPK2	4	0.10237	0.17647	0.908788	3256	2	-0.48874	0.32873	0.32877	0.966282	6089	1	-0.48874
SNRPN	4	0.10237	0.17647	0.908788	3257	2	-1.2881	0.89118	0.89114	0.97199	17004	0	-1.2881
KIF1B	4	0.10237	0.17647	0.908788	3258	2	-0.28425	0.73504	0.73465	0.97199	13597	0	-0.28425
ST8SIA1	4	0.10237	0.17647	0.908788	3259	2	-0.28299	0.73504	0.73465	0.97199	13412	0	-0.28299
TMEM173	4	0.10237	0.17647	0.908788	3260	2	-0.78616	0.89118	0.89114	0.97199	16382	0	-0.78616
TSPYL5	4	0.10237	0.17647	0.908788	3261	2	-0.28425	0.89118	0.89114	0.97199	17276	0	-0.28425
GAB3	4	0.10237	0.17647	0.908788	3262	2	-0.28299	0.51232	0.51198	0.966282	8515	0	-0.28299
CYP2D26	4	0.10237	0.17647	0.908788	3263	2	-0.65033	0.89118	0.89114	0.97199	16256	0	-0.65033
ZYG11A	4	0.10237	0.17647	0.908788	3264	2	-1.2881	0.89118	0.89114	0.97199	17255	0	-1.2881
CBX5	4	0.10237	0.17647	0.908788	3265	2	-0.28425	0.34261	0.34226	0.966282	6196	1	-0.28425
CDSN	4	0.10237	0.17647	0.908788	3266	2	-0.78616	0.89118	0.89114	0.97199	16336	0	-0.78616
MIS18BP1	4	0.10237	0.17647	0.908788	3267	2	-0.78331	0.89118	0.89114	0.97199	16209	0	-0.78331
HPS3	4	0.10237	0.17647	0.908788	3268	2	-0.49304	0.51232	0.51198	0.966282	8729	0	-0.49304
VMN2R4	4	0.10237	0.17647	0.908788	3269	2	0.0088625	0.51232	0.51198	0.966282	9301	0	0.0088625
DDX58	4	0.10237	0.17647	0.908788	3270	2	-0.5761	0.24579	0.25221	0.964979	4592	1	-0.5761
MSTO1	4	0.10237	0.17647	0.908788	3271	2	-1.2881	0.73504	0.73465	0.97199	13532	0	-1.2881
MBD1	4	0.10237	0.17647	0.908788	3272	2	-0.78616	0.7035	0.70319	0.97199	13224	0	-0.78616
ADRA1D	4	0.10237	0.17647	0.908788	3273	2	-1.2881	0.24579	0.25221	0.964979	4217	1	-1.2881
1700028K03RIK	4	0.10237	0.17647	0.908788	3274	2	-0.99336	0.98595	0.98593	0.995681	18658	0	-0.99336
CCDC18	4	0.10237	0.17647	0.908788	3275	2	-0.28425	0.51232	0.51198	0.966282	8571	0	-0.28425
GPR150	4	0.10237	0.17647	0.908788	3276	2	-0.28425	0.73504	0.73465	0.97199	13432	0	-0.28425
CHTF8	4	0.10237	0.17647	0.908788	3277	2	-1.2881	0.89118	0.89114	0.97199	16927	0	-1.2881
PSMD5	4	0.10237	0.17647	0.908788	3278	2	-0.49019	0.51232	0.51198	0.966282	9735	0	-0.49019
RAD21	4	0.10237	0.17647	0.908788	3279	2	-0.78616	0.89118	0.89114	0.97199	17234	0	-0.78616
DEPDC7	4	0.10237	0.17647	0.908788	3280	2	-0.28425	0.67277	0.67266	0.970703	13065	0	-0.28425
DUS3L	4	0.10237	0.17647	0.908788	3281	2	-0.5761	0.51232	0.51198	0.966282	10012	0	-0.5761
KCNJ4	4	0.10237	0.17647	0.908788	3282	2	-0.78489	0.51232	0.51198	0.966282	9864	0	-0.78489
IGSF8	4	0.10237	0.17647	0.908788	3283	2	-1.2881	0.98595	0.98593	0.995681	18639	0	-1.2881
ZFML	4	0.10237	0.17647	0.908788	3284	2	-0.28425	0.51232	0.51198	0.966282	9662	0	-0.28425
CEP350	4	0.10237	0.17647	0.908788	3285	2	-0.99622	0.98595	0.98593	0.995681	18664	0	-0.99622
DNASE2B	4	0.10237	0.17647	0.908788	3286	2	-1.2881	0.89118	0.89114	0.97199	16176	0	-1.2881
OLFR1394	4	0.10237	0.17647	0.908788	3287	2	0.0088625	0.34261	0.34226	0.966282	6208	1	0.0088625
FCGRT	4	0.10237	0.17647	0.908788	3288	2	-0.9921	0.89118	0.89114	0.97199	16488	0	-0.9921
JPH1	4	0.10237	0.17647	0.908788	3289	2	0.0088625	0.51232	0.51198	0.966282	9589	0	0.0088625
SENP6	4	0.10237	0.17647	0.908788	3290	2	-0.28425	0.68216	0.68203	0.97199	13131	0	-0.28425
OLFR103	4	0.10237	0.17647	0.908788	3291	2	-0.44313	0.24579	0.25221	0.964979	4497	1	-0.44313
GALNT12	4	0.10237	0.17647	0.908788	3292	2	-1.2881	0.98595	0.98593	0.995681	18643	0	-1.2881
FAM58B	4	0.10237	0.17647	0.908788	3293	2	-0.99622	0.98595	0.98593	0.995681	18536	0	-0.99622
GRIP1	4	0.10237	0.17647	0.908788	3294	2	-0.6983	0.65232	0.6522	0.970422	11648	0	-0.6983
KBTBD4	4	0.10237	0.17647	0.908788	3295	2	-0.28425	0.89118	0.89114	0.97199	16511	0	-0.28425
BCL7B	4	0.10237	0.17647	0.908788	3296	2	-0.78616	0.51232	0.51198	0.966282	9745	0	-0.78616
DUSP8	4	0.10237	0.17647	0.908788	3297	2	-0.99622	0.98595	0.98593	0.995681	18596	0	-0.99622
ZRSR1	4	0.10237	0.17647	0.908788	3298	2	-1.2881	0.89118	0.89114	0.97199	16978	0	-1.2881
AP2A1	4	0.10237	0.17647	0.908788	3299	2	-1.2881	0.89118	0.89114	0.97199	16984	0	-1.2881
MFHAS1	4	0.10237	0.17647	0.908788	3300	2	-0.78616	0.89118	0.89114	0.97199	16337	0	-0.78616
FGF10	4	0.10237	0.17647	0.908788	3301	2	-0.78616	0.89118	0.89114	0.97199	17083	0	-0.78616
CFI	4	0.10237	0.17647	0.908788	3302	2	-1.2881	0.98595	0.98593	0.995681	18652	0	-1.2881
USHBP1	4	0.10237	0.17647	0.908788	3303	2	-0.28521	0.025358	0.047144	0.883486	801	2	-0.28521
ARHGEF26	4	0.10237	0.17647	0.908788	3304	2	-1.2881	0.89118	0.89114	0.97199	16174	0	-1.2881
IFRD1	4	0.10237	0.17647	0.908788	3305	2	-0.78616	0.89118	0.89114	0.97199	16998	0	-0.78616
CLCN5	4	0.10237	0.17647	0.908788	3306	2	-0.78616	0.89118	0.89114	0.97199	16544	0	-0.78616
G6PC3	4	0.10237	0.17647	0.908788	3307	2	-1.2881	0.51232	0.51198	0.966282	9579	0	-1.2881
TBC1D13	4	0.10237	0.17647	0.908788	3308	2	-0.78616	0.89118	0.89114	0.97199	17316	0	-0.78616
FAM71F1	4	0.10237	0.17647	0.908788	3309	2	-0.5761	0.89118	0.89114	0.97199	17194	0	-0.5761
PLAC1	4	0.10237	0.17647	0.908788	3310	2	-0.78616	0.9608	0.96083	0.989139	18355	0	-0.78616
FGGY	4	0.10237	0.17647	0.908788	3311	2	0.0088625	0.0068428	0.015972	0.855765	315	1	0.0088625
SCRN1	4	0.10237	0.17647	0.908788	3312	2	-0.28425	0.89118	0.89114	0.97199	16788	0	-0.28425
